words,pos
tầm vông,noun
tầm xích,noun
tầm xuân,noun
tẩm,other
tẩm bổ,other
tẩm quất,noun
tấm,noun
tấm bé,other
tân binh,noun
tân hôn,noun
tân khách,noun
tân kỳ,adjective
tân lang,noun
tân ngữ,other
tân thời,adjective
tân tiến,adjective
tân trào,other
tân xuân,noun
tần ngần,adjective
tần số,noun
tần tảo,adjective
tẩn mẩn,adjective
tấn,noun
tấn công,"verb,noun"
tấn phong,other
tận,other
tận cùng,other
tận dụng,verb
tận hiểu,other
tận hưởng,verb
tận lực,other
tận tâm,adjective
tận thế,noun
tận tình,other
tận tụy,adjective
tâng bốc,other
tầng,noun
tầng lớp,noun
tấp nập,adjective
tập,"noun,verb"
tập đoàn,noun
tập hậu,other
tập hợp,noun
tập huấn,other
tập kết,noun
tập kích,"verb,noun"
tập luyện,"verb,noun"
tập quán,noun
tập san,noun
tập sự,noun
tập tành,"verb,noun"
tập thể,noun
tập trung,other
tập tục,noun
tất,other
tất cả,other
tất nhiên,other
tất tả,other
tất yếu,other
tật,adjective
tật bệnh,noun
tẩu,noun
tẩu mã,noun
tẩu tán,"verb,noun"
tẩu thoát,"verb,noun"
tấu,verb
tậu,verb
tây,noun
tây bắc,other
tây cung,noun
tây học,other
tây nam,other
tây phương,other
tẩy,verb
tẩy chay,"verb,noun"
tẩy não,other
tẩy trừ,"verb,noun"
tấy,verb
te,other
tè,noun
tẻ,adjective
tẽ,other
té,noun
té ra,other
tem,other
tem phiếu,noun
tem tép,noun
tém,other
ten,other
teng beng,other
teo,other
tẹo,other
tép,noun
tét,other
tẹt,adjective
tê,other
tê bại,noun
tê giác,noun
tê mê,adjective
tê tê,noun
tê thấp,other
tề tựu,verb
tễ,other
tế,other
tế bào,noun
tế bào chất,noun
tế độ,noun
tế nhị,adjective
tế thế,other
tệ,adjective
tệ bạc,adjective
tệ đoan,noun
tệ hại,adjective
tệ tục,other
tệ xá,noun
tếch,other
têm,other
tên,noun
tên gọi,other
tên hiệu,other
tên lửa,noun
tên thánh,other
tên tục,other
tênh,other
tết,noun
tếu,adjective
tha,other
tha hóa,"noun,verb"
tha hồ,other
tha ma,other
tha thứ,"verb,noun"
thà,other
thả,verb
thả cửa,other
thả dù,other
thả lỏng,verb
thả rong,other
thác,noun
thạc sĩ,other
thách,"noun,verb"
thách thức,"noun,verb"
thạch,noun
thạch anh,noun
thạch bản,noun
thạch cao,noun
thạch lựu,noun
thạch nhũ,noun
thạch sùng,noun
thạch tùng,noun
thai,"noun,adjective"
thai nghén,noun
thải,verb
thải hồi,other
thái,adjective
thái ấp,noun
thái bình,other
thái cực,other
thái dương,noun
thái độ,noun
thái giám,other
thái hậu,noun
thái quá,other
thái thượng hoàng,other
thái tử,other
thái y,other
tham,"verb,noun"
tham chiến,other
tham chính,other
tham gia,other
tham khảo,other
tham luận,noun
tham mưu,"noun,verb"
tham nhũng,noun
tham quan,other
tham sinh,other
tham tài,other
tham tàn,"verb,noun"
tham thiền,other
tham vọng,noun
thảm,noun
thảm cảnh,noun
thảm hại,adjective
thảm họa,noun
thảm khốc,adjective
thảm sát,other
thảm thiết,adjective
thảm thương,adjective
thám,verb
thám hiểm,"verb,noun"
thám thính,"verb,noun"
thám tử,noun
than,other
than bùn,noun
than cám,other
than chì,other
than củi,noun
than ôi,other
than phiền,other
than xỉ,other
thản nhiên,adjective
thán phục,other
thán từ,noun
thang,noun
thang máy,noun
thảng hoặc,other
tháng,noun
tháng ngày,other
tháng tháng,other
thanh,"noun,adjective"
thanh bạch,other
thanh bình,adjective
thanh cảnh,other
thanh danh,other
thanh đạm,"noun,adjective"
thanh giáo,other
thanh kiếm,noun
thanh la,other
thanh lịch,adjective
thanh liêm,other
thanh minh,other
thanh nhàn,other
thanh nữ,other
thanh quản,other
thanh tao,other
thanh tâm,other
thanh thản,adjective
thanh thiên,other
thanh thoát,adjective
thanh tịnh,adjective
thanh toán,"verb,noun"
thanh tra,other
thanh trừng,other
thanh vắng,other
thanh vân,other
thành,other
thành công,other
thành danh,other
thành đạt,adjective
thành hình,other
thành hôn,other
thành kiến,noun
thành kính,other
thành lũy,noun
thành ngữ,other
thành niên,noun
thành phẩm,noun
thành phần,noun
thành phố,other
thành quả,noun
thành sự,other
thành tâm,other
thành thạo,adjective
thành thân,other
thành thị,noun
thành thử,other
thành tích,noun
thành tựu,noun
thành văn,other
thành viên,noun
thành ý,other
thảnh thơi,adjective
thánh,noun
thánh ca,noun
thánh chỉ,other
thánh cung,noun
thánh đản,other
thánh địa,noun
thánh đường,noun
thánh giá,noun
thánh nhân,noun
thánh sư,noun
thánh thi,other
thánh thượng,other
thạnh,other
thao,other
thao diễn,"verb,noun"
thao láo,other
thao luyện,other
thao lược,noun
thao tác,other
thao trường,noun
thao túng,other
thảo,"noun,adjective"
thảo luận,"verb,noun"
thảo mộc,noun
thảo nguyên,noun
tháo,verb
tháo dạ,other
tháo lui,other
tháo vát,"verb,adjective"
thạo,adjective
tháp,noun
tháp canh,noun
tháp ngà,noun
thạp,noun
thau,other
tháu,other
thay,verb
thay chân,other
thay đổi,"verb,noun"
thay mặt,other
thay phiên,other
thay vì,other
thảy,other
thắc mắc,"noun,verb"
thắc thỏm,adjective
thăm,verb
thăm dò,"verb,noun"
thăm viếng,"verb,noun"
thẳm,adjective
thắm,"verb,adjective"
thằn lằn,noun
thăng,noun
thăng bằng,other
thăng hoa,"verb,noun"
thăng thiên,noun
thăng tiến,"noun,verb"
thăng trầm,noun
thằng bờm,other
thằng cha,other
thẳng,adjective
thẳng cánh,other
thẳng đứng,adjective
thẳng giấc,other
thẳng góc,other
thẳng tay,other
thẳng thắn,adjective
thẳng thừng,adjective
thắng,verb
thắng cảnh,noun
thắng lợi,noun
thắng thế,other
thắng trận,other
thặng dư,noun
thắp,verb
thắt,verb
thắt chặt,verb
thắt cổ,other
thắt lưng,noun
thâm,adjective
thâm ảo,"adjective,noun"
thâm cung,noun
thâm độc,adjective
thâm giao,other
thâm hiểm,adjective
thâm kín,adjective
thâm nhập,"verb,noun"
thâm niên,noun
thâm tâm,adjective
thâm thùng,adjective
thâm tình,other
thâm trầm,adjective
thâm ý,other
thầm,adverb
thầm lặng,adjective
thẩm,other
thẩm định,"verb,noun"
thẩm mỹ,"noun,adjective"
thẩm mỹ học,other
thẩm phán,noun
thẩm quyền,noun
thẩm vấn,"verb,noun"
thẫm,adjective
thấm,verb
thấm nhuần,verb
thấm thía,verb
thấm thoát,other
thậm chí,other
thân,noun
thân ái,other
thân cận,other
thân danh,other
thân hành,other
thân hình,noun
thân hữu,noun
thân mật,adjective
thân mến,other
thân phận,noun
thân thể,noun
thân thế,other
thân thiện,adjective
thân thiết,other
thân thuộc,adjective
thần,noun
thần bí,adjective
thần chú,noun
thần diệu,"noun,adjective"
thần đồng,noun
thần học,noun
thần hồn,noun
thần kinh,noun
thần kỳ,adjective
thần linh,noun
thần lực,noun
thần phục,other
thần quyền,noun
thần sạ,noun
thần sắc,noun
thần thánh,noun
thần thoại,noun
thần thông,noun
thần tình,other
thần tốc,adjective
thần tượng,noun
thẩn thơ,other
thận,noun
thận trọng,adjective
thấp,adjective
thấp hèn,adjective
thấp thoáng,adjective
thập ác,noun
thập cẩm,noun
thập kỷ,noun
thập phân,noun
thập phương,noun
thập toàn,other
thập tự,noun
thất bại,"verb,noun"
thất bát,adjective
thất cách,other
thất chí,other
thất đức,other
thất hiếu,other
thất học,other
thất kinh,other
thất lạc,"verb,noun"
thất lễ,other
thất nghiệp,noun
thất nhân tâm,other
thất phu,noun
thất sách,noun
thất sắc,adjective
thất sủng,other
thất thân,other
thất thế,other
thất thố,adjective
thất thủ,other
thất thường,adjective
thất tiết,other
thất tín,other
thất tình,other
thất trận,other
thất truyền,adjective
thất ước,"verb,noun"
thất vận,other
thất vọng,adjective
thất ý,other
thật,adjective
thật thà,adjective
thầu,noun
thầu dầu,noun
thầu khoán,noun
thấu,verb
thấu đáo,adjective
thấu kính,noun
thây,other
thây ma,other
thầy,noun
thầy bói,noun
thầy chùa,other
thầy dòng,other
thầy giáo,noun
thầy ký,other
thầy phán,other
thầy pháp,other
thầy thuốc,noun
thầy tu,noun
thầy tướng,other
thấy,verb
the,other
the thé,noun
thè,noun
thè lè,other
thẻ,noun
thẻ bài,noun
thèm,verb
thèm khát,"verb,noun"
thèm muốn,"verb,noun"
then,other
then chốt,other
thẹn,adjective
thẹn mặt,other
thẹn thùng,adjective
theo,other
theo dõi,other
theo đuổi,other
theo gương,other
thèo lẻo,other
thẹo,other
thép,noun
thẹp,adjective
thét,other
thê,other
thê lương,other
thê thảm,adjective
thề,verb
thề bồi,other
thề nguyền,other
thể,other
thể cách,other
thể chất,noun
thể chế,noun
thể diện,other
thể dục,noun
thể hiện,other
thể lệ,other
thể lực,noun
thể nghiệm,"noun,verb"
thể tất,other
thể thao,noun
thể theo,other
thể thống,other
thể tích,noun
thế,other
thế cục,other
thế gian,noun
thế giới,noun
thế giới quan,other
thế hệ,noun
thế kỷ,noun
thế lực,noun
thế nào,other
thế phẩm,noun
thế sự,other
thế thái,other
thế thì,other
thế tộc,noun
thế tục,other
thế ước,other
thế vận hội,other
thêm,verb
thêm bớt,other
thềm,noun
thênh thang,adjective
thếp,other
thết,other
thêu,verb
thêu thùa,"verb,noun"
thều thào,verb
thi,other
thi công,"verb,noun"
thi cử,other
thi đua,other
thi hành,verb
thi hào,other
thi hứng,other
thi nhân,other
thi pháp,other
thi sĩ,noun
thi thể,noun
thi thố,other
thi tứ,other
thi vị,adjective
thì,other
thì giờ,other
thì phải,other
thì thào,other
thì thầm,verb
thì thọt,other
thí,other
thí dụ,noun
thí điểm,noun
thí mạng,other
thí nghiệm,noun
thí sinh,noun
thị,other
thị chính,other
thị dân,noun
thị giác,noun
thị hiếu,noun
thị lực,noun
thị sảnh,noun
thị thực,noun
thị tộc,noun
thị trấn,noun
thị trường,noun
thị trưởng,noun
thị xã,noun
thìa,noun
thích,verb
thích đáng,adjective
thích hợp,other
thích khách,other
thích nghi,other
thích thú,other
thích ứng,other
thích ý,other
thiếc,noun
thiên,adjective
thiên can,"noun,adjective"
thiên chúa,other
thiên chúa giáo,other
thiên cổ,other
thiên đỉnh,noun
thiên định,other
thiên đô,other
thiên đường,noun
thiên hạ,other
thiên hướng,noun
thiên kiến,noun
thiên lôi,other
thiên mệnh,other
thiên nga,noun
thiên nhiên,noun
thiên sứ,noun
thiên tai,noun
thiên tài,noun
thiên tạo,noun
thiên thần,noun
thiên thể,noun
thiên thời,other
thiên tính,"noun,adjective"
thiên tuế,other
thiên tử,other
thiên văn học,other
thiên vị,adjective
thiền,noun
thiền gia,noun
thiền môn,noun
thiển,adjective
thiển ý,adjective
thiến,verb
thiện,adjective
thiện cảm,noun
thiện chí,other
thiện chiến,other
thiện nghệ,other
thiện tâm,noun
thiện xạ,noun
thiện ý,other
thiêng liêng,adjective
thiếp,other
thiệp,noun
thiết,adjective
thiết bì,noun
thiết giáp,noun
thiết kế,"noun,verb"
thiết lập,"verb,noun"
thiết mộc,noun
thiết tha,adjective
thiết thân,adjective
thiết thực,adjective
thiết yếu,other
thiệt,adjective
thiệt hại,noun
thiệt mạng,noun
thiêu,verb
thiêu hủy,verb
thiêu thân,noun
thiều quang,other
thiểu não,adjective
thiểu số,noun
thiếu,"verb,adjective"
thiếu hụt,other
thiếu máu,other
thiếu nhi,noun
thiếu phụ,noun
thiếu sinh quân,other
thiếu sót,other
thiếu tá,other
thiếu tướng,other
thiếu úy,other
thím,noun
thinh,adjective
thình,other
thình lình,other
thỉnh,verb
thỉnh cầu,"noun,verb"
thỉnh giáo,other
thỉnh nguyện,noun
thỉnh thị,other
thỉnh thoảng,other
thính,noun
thính giả,noun
thính giác,noun
thịnh,adjective
thịnh đạt,adjective
thịnh hành,adjective
thịnh nộ,noun
thịnh soạn,other
thịnh thế,other
thịnh tình,other
thịnh trị,adjective
thịnh vượng,"noun,adjective"
thíp,noun
thịt,noun
thiu,other
thiu thối,"noun,adjective"
thò,other
thò lò,other
thỏ,noun
thỏ thẻ,other
thọ,adjective
thoa,other
thỏa,verb
thỏa chí,other
thỏa đáng,adjective
thỏa hiệp,noun
thỏa lòng,other
thỏa mãn,verb
thỏa thích,other
thỏa thuận,noun
thóa mạ,noun
thoai thoải,adjective
thoải mái,adjective
thoái hóa,"noun,verb"
thoái thác,other
thoảng,adverb
thoáng qua,other
thoát nợ,other
thoát thân,other
thoạt tiên,other
thoăn thoắt,adjective
thóc gạo,noun
thọc,verb
thoi,other
thỏi,noun
thói,noun
thói quen,other
thói tục,noun
thon,other
thong dong,other
thòng,other
thọt,verb
thô,adjective
thô bỉ,adjective
thô sơ,adjective
thô tục,"adjective,noun"
thổ,noun
thổ dân,noun
thổ lộ,verb
thổ nhưỡng,noun
thổ phỉ,noun
thổ tinh,noun
thôi,other
thôi miên,noun
thôi thúc,verb
thổi,verb
thổi phồng,other
thối,"adjective,verb"
thối nát,adjective
thôn,noun
thôn dã,noun
thôn nữ,noun
thôn quê,other
thôn tính,"noun,verb"
thồn,other
thổn thức,verb
thông,"noun,adjective"
thông báo,noun
thông cảm,other
thông cáo,noun
thông dụng,adjective
thông điệp,noun
thông đồng,noun
thông lệ,other
thông minh,adjective
thông qua,other
thông số,noun
thông tấn xã,other
thông thạo,"adjective,verb"
thông thường,other
thông tin,noun
thông tục,other
thống chế,"verb,noun"
thống đốc,noun
thống khổ,noun
thống lĩnh,"verb,noun"
thống nhất,other
thống trị,verb
thộp,other
thốt,verb
thốt nốt,noun
thơ,noun
thơ ấu,noun
thờ,verb
thờ ơ,adjective
thở,verb
thở dài,other
thớ,noun
thợ,noun
thợ bạc,noun
thợ cạo,noun
thợ cưa,noun
thợ điện,noun
thợ đúc,noun
thợ hàn,noun
thợ lặn,noun
thợ may,noun
thợ máy,noun
thợ mộc,noun
thợ rèn,noun
thợ sơn,noun
thời bình,other
thời cơ,noun
thời đại,noun
thời gian,noun
thời khóa biểu,other
thời kỳ,noun
thời sự,other
thời tiết,noun
thời trang,noun
thời vụ,noun
thơm,adjective
thơm tho,adjective
thu,"noun,verb"
thu dọn,other
thu gom,other
thu hoạch,"verb,noun"
thu hồi,other
thu hút,"verb,noun"
thu lượm,"verb,noun"
thu nhập,noun
thu thanh,other
thu xếp,other
thù địch,"noun,adjective"
thù lao,noun
thù oán,"noun,adjective"
thủ bút,noun
thủ công,noun
thủ đô,noun
thủ lĩnh,noun
thủ phạm,noun
thủ quân,noun
thủ quỹ,noun
thủ thuật,noun
thủ thư,noun
thủ tiêu,verb
thủ trưởng,noun
thủ tục,noun
thủ tướng,other
thú,noun
thú nhận,other
thú vị,adjective
thú vui,other
thụ động,"adjective,noun"
thụ phấn,noun
thụ thai,noun
thụ tinh,noun
thua,verb
thua thiệt,other
thuần,adjective
thuần hóa,"verb,noun"
thuần khiết,adjective
thuần lý,adjective
thuần nhất,adjective
thuần phát,adjective
thuần phong mỹ tục,other
thuần thục,adjective
thuần túy,adjective
thuận,adjective
thuận tiện,adjective
thuật,noun
thuật ngữ,noun
thúc bách,other
thúc dục,"verb,noun"
thúc ép,"verb,noun"
thúc thủ,other
thuê,verb
thuế,noun
thuế thân,other
thui thủi,other
thụi,adjective
thủm,other
thun,noun
thung lũng,noun
thùng,noun
thùng thư,noun
thủng,"adjective,verb"
thúng,noun
thúng mủng,noun
thuốc,noun
thuốc bắc,noun
thuốc bổ,noun
thuốc cao,noun
thuốc dán,noun
thuốc độc,noun
thuốc lá,noun
thuốc lào,noun
thuốc mê,noun
thuốc muối,noun
thuốc nam,noun
thuốc ngủ,noun
thuốc nhuộm,noun
thuốc phiện,noun
thuốc tẩy,noun
thuộc,other
thuộc địa,noun
thuộc tính,noun
thuổng,noun
thuở,noun
thút thít,"verb,noun"
thụt,verb
thụt lùi,"verb,noun"
thùy mị,other
thủy chung,adjective
thủy điện,noun
thủy động lực học,noun
thủy ngân,noun
thủy sư đô đốc,other
thủy thủ,noun
thủy tinh,noun
thủy tổ,noun
thủy triều,noun
thuyên chuyển,"verb,noun"
thuyền,noun
thuyền chài,noun
thuyền thúng,noun
thuyền trưởng,noun
thuyết,noun
thuyết giáo,noun
thuyết phục,"verb,noun"
thuyết trình,"noun,verb"
thư,noun
thư ký,noun
thư lại,other
thư phòng,noun
thư sinh,noun
thư thả,adjective
thư thái,adjective
thư tín,noun
thư từ,noun
thư viện,noun
thử,verb
thử thách,noun
thứ,other
thứ bậc,other
thứ trưởng,other
thứ tự,noun
thứ yếu,other
thưa,other
thưa kiện,other
thưa thớt,adjective
thừa,"adjective,verb"
thừa hành,verb
thừa hưởng,verb
thừa kế,"verb,noun"
thừa nhận,"verb,noun"
thừa số,noun
thừa thãi,adjective
thức,verb
thức dậy,verb
thức tỉnh,"verb,noun"
thực,"adjective,other"
thực chất,other
thực dân,noun
thực dụng,adjective
thực đơn,noun
thực hành,"verb,noun"
thực hiện,verb
thực nghiệm,noun
thực quyền,"noun,adjective"
thực ra,other
thực sự,other
thực tại,noun
thực tập,"verb,noun"
thực tế,other
thực thể,noun
thực trạng,noun
thực từ,other
thực vật học,other
thừng,noun
thước,noun
thước dây,noun
thước kẻ,noun
thược dược,noun
thương,"verb,noun"
thương cảm,other
thương gia,noun
thương hại,other
thương lượng,"verb,noun"
thương mại,noun
thương nhớ,other
thương số,noun
thương tâm,other
thương tích,noun
thương tổn,noun
thương vụ,noun
thường,adverb
thường khi,other
thường ngày,other
thường nhật,other
thường niên,other
thường thường,other
thường trực,other
thường xuyên,other
thưởng,"verb,noun"
thưởng thức,verb
thượng cấp,other
thượng đẳng,adjective
thượng đế,noun
thượng đỉnh,noun
thượng hạng,adjective
thượng khách,other
thượng nghị viện,other
thượng phẩm,noun
thượng sách,other
thượng sĩ,other
thượng tầng,noun
thượng tầng kiến trúc,other
thượng tọa,other
thượng tướng,other
thượng uyển,noun
thượng võ,other
ti hí,other
ti tiện,adjective
ti toe,other
tì,other
tì mẩn,other
tì vết,noun
tỉ mỉ,adjective
tỉ tê,other
tí chút,other
tí hon,adjective
tí nữa,other
tí tách,other
tí teo,other
tí ti,other
tí tị,other
tí xíu,other
tị nạn,noun
tia,noun
tỉa,verb
tía,noun
tía tô,noun
tích,other
tích cực,other
tích phân,noun
tích trữ,"noun,verb"
tịch liêu,noun
tịch thu,verb
tiếc,"verb,adjective"
tiếc rẻ,other
tiệc,noun
tiệc rượu,noun
tiệc trà,other
tiêm,verb
tiềm lực,noun
tiềm tàng,adjective
tiềm thức,noun
tiếm,verb
tiệm,noun
tiệm ăn,noun
tiên,noun
tiên cảnh,noun
tiên đề,noun
tiên đoán,"verb,noun"
tiên nga,other
tiên nữ,noun
tiên phong,noun
tiên quyết,adjective
tiên tiến,adjective
tiên tri,noun
tiền,noun
tiền bạc,noun
tiền cọc,noun
tiền của,other
tiền đề,noun
tiền định,other
tiền đồ,noun
tiền lẻ,noun
tiền mặt,noun
tiền nhân,noun
tiền phong,other
tiền sử,other
tiền tệ,noun
tiền tiêu,other
tiền trạm,other
tiền tuyến,noun
tiễn,verb
tiễn biệt,other
tiến,"verb,adjective"
tiến bộ,other
tiến độ,noun
tiến hành,other
tiến sĩ,other
tiến thoái,other
tiến tới,other
tiến trình,noun
tiện,adjective
tiện nghi,noun
tiện tay,other
tiếng,noun
tiếng động,noun
tiếng lóng,noun
tiếng nói,noun
tiếng tăm,noun
tiếng vang,noun
tiếp,"verb,adverb"
tiếp cận,"verb,noun"
tiếp chuyện,other
tiếp đãi,other
tiếp đón,verb
tiếp giáp,noun
tiếp kiến,other
tiếp nhận,"verb,noun"
tiếp nối,other
tiếp quản,verb
tiếp tân,noun
tiếp theo,other
tiếp thu,"verb,noun"
tiếp tục,verb
tiếp viện,noun
tiết,noun
tiết diện,noun
tiết kiệm,"noun,verb"
tiết lộ,verb
tiết mục,noun
tiệt trùng,noun
tiêu,"verb,noun"
tiêu biểu,adjective
tiêu chuẩn,noun
tiêu cực,adjective
tiêu diệt,verb
tiêu dùng,noun
tiêu đề,noun
tiêu điểm,noun
tiêu điều,noun
tiêu độc,noun
tiêu hao,verb
tiêu hóa,noun
tiêu tan,verb
tiêu thụ,"verb,noun"
tiêu vong,noun
tiêu xài,"verb,noun"
tiều tụy,adjective
tiểu ban,noun
tiểu bang,noun
tiểu đoàn,noun
tiểu đội,noun
tiểu học,other
tiểu luận,noun
tiểu nhân,noun
tiểu quy mô,noun
tiểu sử,noun
tiểu thuyết,noun
tiểu thừa,noun
tiểu tiện,noun
tiểu trừ,verb
tiểu tư sản,other
tiểu xảo,noun
tiếu lâm,noun
tim,"verb,noun"
tìm,verb
tìm hiểu,verb
tím,adjective
tin,"noun,adjective"
tin cậy,other
tin đồn,noun
tin vịt,noun
tín dụng,noun
tín hiệu,noun
tín nhiệm,other
tín phiếu,noun
tinh bột,noun
tinh cầu,noun
tinh chất,other
tinh chế,other
tinh dầu,noun
tinh dịch,noun
tinh giản,"verb,noun"
tinh hoa,noun
tinh hoàn,noun
tinh khiết,adjective
tinh nhuệ,adjective
tinh tế,adjective
tinh thần,noun
tinh tú,other
tinh vi,adjective
tình,noun
tình cảm,noun
tình cờ,"adjective,adverb"
tình hình,other
tình nguyện,"noun,verb"
tình nhân,noun
tình thật,other
tình thế,noun
tình tiết,noun
tình trạng,noun
tình ý,other
tình yêu,noun
tỉnh,noun
tỉnh dậy,verb
tỉnh lỵ,noun
tỉnh táo,adjective
tĩnh dưỡng,noun
tĩnh học,noun
tĩnh tại,other
tĩnh tọa,"noun,verb"
tính,"verb,noun"
tính cách,other
tính chất,other
tính khí,noun
tính nết,noun
tính toán,"verb,noun"
tính từ,other
tít,other
tít mù,noun
tịt,adjective
to,other
to béo,adjective
to lớn,adjective
to patch,other
to tát,"verb,noun"
to tướng,other
tò mò,adjective
tò vò,other
tỏ,verb
tỏ ra,other
tỏ tường,other
tỏ vẻ,other
tòa án,noun
tòa nhà,noun
tòa soạn,noun
tỏa,verb
tọa đàm,other
tọa độ,noun
tọa hưởng,other
tọa lạc,verb
tọa thiền,other
toạc,adjective
toan,other
toan tính,other
toàn,adjective
toàn bộ,other
toàn diện,adjective
toàn lực,other
toàn phần,other
toàn quốc,other
toàn quyền,other
toàn thể,other
toán,noun
toán học,noun
toang hoác,other
tóc,noun
tóc mai,other
tóc tơ,noun
tóe,other
toét,adjective
toi,other
toi mạng,other
tỏi,noun
tỏi tây,noun
tom góp,other
tõm,verb
tóm,verb
tóm lại,other
tóm tắt,"verb,noun"
tòn tèn,other
tòng phạm,other
tòng quân,noun
tọng,other
tóp tép,noun
tọt,adjective
tô,noun
tô điểm,"verb,noun"
tô vẽ,"verb,noun"
tổ,noun
tổ chức,noun
tổ hợp,noun
tổ quốc,noun
tổ tiên,noun
tố cáo,"noun,verb"
tố giác,"verb,noun"
tố khổ,other
tố tụng,noun
tốc,adjective
tốc độ,noun
tốc hành,other
tốc ký,noun
tộc,noun
tôi,other
tôi tớ,other
tồi,adjective
tồi tệ,adjective
tối,"adjective,noun"
tối cao,other
tối đa,other
tối hậu thư,noun
tối mịt,adjective
tối nghĩa,other
tối tân,adjective
tối thiểu,adjective
tội,noun
tội ác,noun
tội phạm,noun
tội vạ,noun
tôm,noun
tôm he,other
tôm hùm,noun
tôn,"noun,verb"
tôn chỉ,noun
tôn giáo,noun
tôn nghiêm,noun
tôn sùng,other
tôn ti,other
tôn trọng,other
tồn kho,noun
tồn tại,other
tổn hại,"noun,verb"
tổn thất,noun
tổn thương,noun
tốn,"adjective,verb"
tốn kém,adjective
tông tích,noun
tổng bí thư,other
tổng cộng,other
tổng đài,noun
tổng hành dinh,noun
tổng hội,noun
tổng hợp,"noun,verb"
tổng kết,noun
tổng quát,adjective
tổng số,other
tổng tham mưu,other
tổng tuyển cử,other
tống biệt,other
tống cổ,other
tống giam,"verb,noun"
tống ngục,noun
tốp,noun
tốt,adjective
tốt bụng,adjective
tốt lành,other
tốt mã,other
tốt nghiệp,other
tốt số,other
tốt tiếng,other
tột đỉnh,adjective
tột độ,adjective
tơ,noun
tơ hồng,noun
tơ tưởng,noun
tờ,noun
tớ,other
tơi bời,adjective
tới,other
tới lui,other
tợn,other
tợp,other
tra,"verb,noun"
tra cứu,other
tra khảo,other
trà,noun
trả,verb
trả đũa,other
trả hàng,other
trả lời,verb
trả thù,verb
trác táng,"verb,noun"
trác tuyệt,adjective
trạc,other
trách,"verb,noun"
trách mắng,other
trách nhiệm,noun
trai,noun
trai trẻ,other
trải,verb
trải qua,other
trái,"noun,adjective"
trái khoáy,noun
trái mùa,other
trái nghĩa,other
trái phép,other
trái xoan,noun
trại,noun
tràm,noun
trảm,verb
trám,noun
trạm,noun
tràn,verb
tràn trề,adjective
trán,other
trang,noun
trang bị,other
trang điểm,other
trang hoàng,"verb,noun"
trang nghiêm,other
trang sức,noun
trang trí,other
trang trọng,other
tràng giang đại hải,other
tráng,other
tráng lệ,adjective
tráng miệng,other
trạng thái,noun
tranh,noun
tranh cãi,other
tranh cử,other
tranh đua,other
tranh luận,"noun,verb"
tranh thủ,other
tránh,verb
tránh tiếng,other
trao,verb
trao đổi,"verb,noun"
trao tay,other
trào,verb
trào lưu,noun
trào phúng,other
tráo trở,"verb,noun"
tráp,verb
trát,verb
trau chuốt,other
trau dồi,other
trắc,adjective
trắc bá diệp,noun
trắc địa học,other
trắc nghiệm,noun
trặc,other
trăm,other
trăn,noun
trăn trở,noun
trằn trọc,other
trăng,noun
trăng gió,other
trắng,adjective
trắng bạch,adjective
trắng dã,other
trắng đục,adjective
trắng ngà,adjective
trắng ngần,adjective
trắng tay,other
trắng toát,adjective
trắng trợn,other
trâm,noun
trầm,adjective
trầm hương,noun
trầm mặc,adjective
trầm trọng,adjective
trân,other
trân châu,noun
trân trọng,other
trần,noun
trần gian,noun
trần tình,other
trần trụi,adjective
trần truồng,noun
trấn an,"verb,noun"
trấn áp,verb
trấn giữ,verb
trấn tĩnh,adjective
trận,noun
trận địa,noun
trận tuyến,noun
trâng tráo,other
trập trùng,adjective
trật,adjective
trật tự,other
trâu,noun
trâu bò,noun
trâu nước,noun
trầu,noun
trấu,noun
trầy,"verb,adjective"
tre,other
trẻ,"adjective,noun"
trẻ con,noun
trẻ trung,adjective
trẻ tuổi,other
treo,"verb,noun"
treo giải,other
trèo,verb
trèo trẹo,"verb,adjective"
tréo ngoe,other
trẹo,verb
trẹo hàm,other
trét,other
trể,adjective
trễ,adjective
trễ nải,adjective
trên,other
trệt,adjective
trêu,"verb,noun"
trêu ngươi,other
trêu tức,other
tri ân,other
tri giác,noun
tri kỷ,noun
tri thức,noun
trì dộn,other
trì hoãn,other
trí,other
trí khôn,other
trí lực,noun
trí nhớ,noun
trí óc,other
trí thức,noun
trí tuệ,noun
trị,"verb,noun"
trị giá,other
trị sự,other
trị tội,other
trị vì,other
trích,verb
trích dẫn,noun
trịch thượng,other
triền miên,other
triển lãm,noun
triển vọng,noun
triện,noun
triết gia,noun
triết học,noun
triệt để,other
triệt hạ,verb
triệt tiêu,verb
triều đại,noun
triều đình,noun
triều nghi,other
triều thần,other
triệu,noun
triệu phú,noun
triệu tập,verb
trinh bạch,other
trinh nữ,noun
trinh tiết,noun
trình,other
trình báo,other
trình diễn,verb
trình diện,other
trình độ,noun
trình tự,noun
trịnh trọng,adjective
trìu mến,adjective
tro,other
trò,noun
trò chơi,noun
trò chuyện,other
trò đùa,noun
trò hề,noun
trò vui,other
trỏ,"verb,noun"
tróc,other
trọc,adjective
trói,verb
trói buộc,"verb,noun"
tròm trèm,other
tròn,adjective
tròn trịa,adjective
tròn vo,other
trọn,adjective
trong,other
trong khi,other
trong sạch,other
trong sáng,other
trong suốt,other
trong vòng,other
tròng trành,adjective
trọng,adjective
trọng âm,other
trọng đại,adjective
